,Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,Team1,Team2,y,SeedNum1,SeedNum2,SeedDiff,WinPct_1,MarginPG_1,Tempo_1,OffEff_1,DefEff_1,NetEff_1,eFG_1,TOV_rate_1,FTR_1,ORB_rate_1,WinPct_2,MarginPG_2,Tempo_2,OffEff_2,DefEff_2,NetEff_2,eFG_2,TOV_rate_2,FTR_2,ORB_rate_2
29,2003,137,1400,82,1421,61,N,0,1400,1421,1,1,16,-15,0.7857142857142857,10.178571428571429,70.97678571428573,111.10272473394218,96.76201977507736,14.34070495886482,0.4954233409610984,0.1891966689309885,0.38100686498855835,0.4237605238540692,0.4482758620689655,-7.241379310344827,70.66637931034482,100.76488599904847,111.0121625413246,-10.247276542276126,0.48633879781420764,0.22934380832713214,0.36854887674559805,0.34970530451866405
30,2003,137,1428,60,1332,58,N,0,1332,1428,0,8,9,-1,0.71875,8.25,75.65546875,108.67522382511179,97.7705263375293,10.904697487582482,0.5337701612903226,0.20115862410805566,0.3331653225806452,0.3244206773618538,0.7666666666666667,6.733333333333333,62.230000000000004,107.23659542557179,96.41651936365096,10.82007606192083,0.5272667542706965,0.2040816326530612,0.37056504599211565,0.32723358449946177
31,2003,137,1448,76,1190,73,N,0,1190,1448,0,15,2,13,0.6296296296296297,2.2222222222222223,77.93518518518519,102.26921706071046,99.4178448378282,2.8513722228822616,0.4996984318455971,0.24046572412973743,0.4041013268998794,0.38336713995943206,0.8275862068965517,10.793103448275861,70.23103448275862,111.6512004713507,96.28320322089655,15.367997250454152,0.5099397590361445,0.21505376344086022,0.4650602409638554,0.4327603640040445
32,2003,137,1462,71,1407,59,N,0,1407,1462,0,14,3,11,0.8333333333333334,8.8,73.27833333333334,108.30850410535174,96.29949735028545,12.009006755066295,0.5045918367346939,0.1874132872381559,0.29897959183673467,0.3772954924874791,0.8333333333333334,12.266666666666667,69.87416666666667,111.96317189233027,94.40780450571862,17.55536738661165,0.5070382882882883,0.18652577848274876,0.4115990990990991,0.3950850661625709
33,2003,138,1112,96,1211,95,N,2,1112,1211,1,1,9,-8,0.8928571428571429,14.964285714285714,77.19642857142857,110.38630580615313,91.00161924589405,19.384686560259084,0.5149456521739131,0.19153365718251214,0.3804347826086957,0.3946146703806871,0.7419354838709677,8.870967741935484,69.7709677419355,110.45355772342688,97.73914651625132,12.714411207175559,0.5346131471785922,0.20851634379767903,0.4444444444444444,0.3623898139079334
34,2003,138,1163,85,1390,74,N,0,1163,1390,1,5,4,1,0.7,8.633333333333333,73.73083333333334,108.54798422188817,96.83872644868157,11.709257773206602,0.5235798499464094,0.21429298009652223,0.3553054662379421,0.4071691176470588,0.7419354838709677,5.290322580645161,68.48064516129033,105.51603938009326,97.7907579254793,7.725281454613963,0.5016675931072818,0.2091478637712563,0.35797665369649806,0.38904109589041097
35,2003,138,1181,86,1141,60,N,0,1141,1181,0,11,3,8,0.7931034482758621,6.103448275862069,72.30172413793103,109.74126624537975,101.29963038035054,8.441635865029212,0.5700261780104712,0.25229521879098604,0.47774869109947643,0.35906432748538014,0.8,11.566666666666666,73.93166666666666,110.86814400685319,95.22306634504837,15.64507766180482,0.5143646408839779,0.18981491918212764,0.46519337016574586,0.3782051282051282
36,2003,138,1242,108,1113,76,N,0,1113,1242,0,10,2,8,0.6206896551724138,6.793103448275862,69.65517241379311,109.05940594059406,99.3069306930693,9.752475247524757,0.5133333333333333,0.200990099009901,0.46060606060606063,0.3997985901309164,0.7666666666666667,14.966666666666667,74.36333333333333,109.37289883006858,89.24649244699448,20.126406383074098,0.5238095238095238,0.2003675646600027,0.3873729266987694,0.38858695652173914
37,2003,138,1266,101,1281,92,N,1,1266,1281,1,3,6,-3,0.8214285714285714,10.714285714285714,67.92767857142857,115.40635392158151,99.63327593685511,15.773077984726399,0.5352380952380953,0.19979232113986778,0.41968253968253966,0.4137542277339346,0.6774193548387096,5.290322580645161,67.9491935483871,105.62920588200386,97.84350261699323,7.785703265010625,0.5051771117166213,0.2003394376728343,0.3068119891008174,0.3669885864793679
38,2003,138,1323,68,1228,60,N,0,1228,1323,0,4,5,-1,0.8,14.033333333333333,68.30583333333334,110.43468713018653,89.88983371356765,20.544853416618878,0.5522700119474313,0.19276050117730303,0.34229390681003585,0.3146551724137931,0.7096774193548387,8.903225806451612,72.91290322580646,109.85267442374905,97.64190594168915,12.210768482059905,0.5170122275385434,0.17519798256868555,0.3763955342902711,0.3146167557932264
39,2003,138,1328,74,1143,65,N,0,1143,1328,0,8,1,7,0.7241379310344828,4.724137931034483,70.92586206896551,105.01495004497168,98.3542796023045,6.6606704426671826,0.5202583675866118,0.19982011328001556,0.33235466823253085,0.3282980866062437,0.8,11.0,65.035,109.42825657979037,92.51428717869865,16.91396940109172,0.5129716981132075,0.18144076266625664,0.3290094339622642,0.35135135135135137
40,2003,138,1458,61,1409,60,N,0,1409,1458,0,13,5,8,0.7096774193548387,8.258064516129032,69.40241935483871,105.9273289255046,94.02851532088451,11.898813604620088,0.5209276018099548,0.20637004845512963,0.3399321266968326,0.3295238095238095,0.7586206896551724,12.03448275862069,63.341379310344834,111.65550655996515,92.6561053949589,18.999401165006248,0.5223928342930262,0.1660406119004845,0.36084452975047987,0.32219827586206895
41,2003,139,1120,68,1448,62,N,0,1120,1448,1,10,2,8,0.6333333333333333,4.533333333333333,68.04,103.02763080540858,96.36488340192044,6.66274740348814,0.5213284582571602,0.23368606701940034,0.3607556368068251,0.3668032786885246,0.8275862068965517,10.793103448275861,70.23103448275862,111.6512004713507,96.28320322089655,15.367997250454152,0.5099397590361445,0.21505376344086022,0.4650602409638554,0.4327603640040445
42,2003,139,1139,79,1257,71,N,0,1139,1257,1,12,4,8,0.8275862068965517,7.655172413793103,61.10344827586207,112.24604966139955,99.71783295711062,12.528216704288937,0.5588835942818243,0.17042889390519186,0.32675289312457456,0.27921279212792127,0.8,13.366666666666667,72.9225,112.21959386106253,93.88963168660793,18.329962174454607,0.5290410958904109,0.18329962174454614,0.4126027397260274,0.358695652173913
43,2003,139,1246,74,1428,54,N,0,1246,1428,1,1,9,-8,0.90625,13.4375,69.46484375,111.6122139121633,92.26789630546027,19.34431760670303,0.537988228999465,0.20244053309340382,0.35580524344569286,0.39200761179828736,0.7666666666666667,6.733333333333333,62.230000000000004,107.23659542557179,96.41651936365096,10.82007606192083,0.5272667542706965,0.2040816326530612,0.37056504599211565,0.32723358449946177
44,2003,139,1268,77,1462,64,N,0,1268,1462,1,6,3,3,0.6785714285714286,13.928571428571429,73.96071428571429,109.22787193973635,90.39548022598869,18.832391713747654,0.5177564825253664,0.19073832633154666,0.34047350620067646,0.36806883365200765,0.8333333333333334,12.266666666666667,69.87416666666667,111.96317189233027,94.40780450571862,17.55536738661165,0.5070382882882883,0.18652577848274876,0.4115990990990991,0.3950850661625709
45,2003,139,1277,68,1196,46,N,0,1196,1277,0,2,7,-5,0.7741935483870968,11.225806451612904,68.09112903225805,111.4730022621487,94.98655738869874,16.486444873449955,0.5533675799086758,0.19660559260004976,0.3350456621004566,0.33201189296333,0.6129032258064516,6.258064516129032,65.4790322580645,102.66768480429589,93.11032834938543,9.557356454910462,0.49873737373737376,0.22218390521467105,0.43308080808080807,0.3455114822546973
46,2003,139,1338,74,1231,52,N,0,1231,1338,0,7,2,5,0.625,3.53125,65.965625,106.92121843763323,101.5680515419963,5.353166895636932,0.49516496018202505,0.1743332227959638,0.4118316268486917,0.31713780918727913,0.8666666666666667,15.766666666666667,68.13000000000001,109.49655071187435,86.35451832281423,23.14203238906012,0.5616822429906542,0.22163510934977249,0.4261682242990654,0.364124597207304
47,2003,139,1393,68,1329,56,N,0,1329,1393,0,6,3,3,0.6896551724137931,6.517241379310345,68.30344827586207,100.6159127625202,91.07431340872375,9.541599353796443,0.48879900435594276,0.21455977382875607,0.403235843186061,0.3557978196233895,0.8275862068965517,10.206896551724139,72.73706896551724,110.1274074074074,96.09481481481481,14.032592592592593,0.5121951219512195,0.18725925925925926,0.37971175166297116,0.3911404335532517
48,2003,139,1400,77,1345,67,N,0,1345,1400,0,9,1,8,0.6428571428571429,6.5,69.93392857142858,102.596838852999,93.30235170952174,9.294487143477255,0.4835850295469468,0.19763552332558793,0.46881155613919895,0.3069620253164557,0.7857142857142857,10.178571428571429,70.97678571428573,111.10272473394218,96.76201977507736,14.34070495886482,0.4954233409610984,0.1891966689309885,0.38100686498855835,0.4237605238540692
49,2003,143,1112,88,1323,71,N,0,1112,1323,1,1,5,-4,0.8928571428571429,14.964285714285714,77.19642857142857,110.38630580615313,91.00161924589405,19.384686560259084,0.5149456521739131,0.19153365718251214,0.3804347826086957,0.3946146703806871,0.7096774193548387,8.903225806451612,72.91290322580646,109.85267442374905,97.64190594168915,12.210768482059905,0.5170122275385434,0.17519798256868555,0.3763955342902711,0.3146167557932264
50,2003,143,1242,69,1181,65,N,0,1181,1242,0,3,2,1,0.8,11.566666666666666,73.93166666666666,110.86814400685319,95.22306634504837,15.64507766180482,0.5143646408839779,0.18981491918212764,0.46519337016574586,0.3782051282051282,0.7666666666666667,14.966666666666667,74.36333333333333,109.37289883006858,89.24649244699448,20.126406383074098,0.5238095238095238,0.2003675646600027,0.3873729266987694,0.38858695652173914
51,2003,143,1246,63,1458,57,N,0,1246,1458,1,1,5,-4,0.90625,13.4375,69.46484375,111.6122139121633,92.26789630546027,19.34431760670303,0.537988228999465,0.20244053309340382,0.35580524344569286,0.39200761179828736,0.7586206896551724,12.03448275862069,63.341379310344834,111.65550655996515,92.6561053949589,18.999401165006248,0.5223928342930262,0.1660406119004845,0.36084452975047987,0.32219827586206895
52,2003,143,1266,77,1338,74,N,0,1266,1338,1,3,2,1,0.8214285714285714,10.714285714285714,67.92767857142857,115.40635392158151,99.63327593685511,15.773077984726399,0.5352380952380953,0.19979232113986778,0.41968253968253966,0.4137542277339346,0.8666666666666667,15.766666666666667,68.13000000000001,109.49655071187435,86.35451832281423,23.14203238906012,0.5616822429906542,0.22163510934977249,0.4261682242990654,0.364124597207304
53,2003,144,1277,60,1268,58,N,0,1268,1277,0,6,7,-1,0.6785714285714286,13.928571428571429,73.96071428571429,109.22787193973635,90.39548022598869,18.832391713747654,0.5177564825253664,0.19073832633154666,0.34047350620067646,0.36806883365200765,0.6129032258064516,6.258064516129032,65.4790322580645,102.66768480429589,93.11032834938543,9.557356454910462,0.49873737373737376,0.22218390521467105,0.43308080808080807,0.3455114822546973
54,2003,144,1328,65,1139,54,N,0,1139,1328,0,12,1,11,0.8275862068965517,7.655172413793103,61.10344827586207,112.24604966139955,99.71783295711062,12.528216704288937,0.5588835942818243,0.17042889390519186,0.32675289312457456,0.27921279212792127,0.8,11.0,65.035,109.42825657979037,92.51428717869865,16.91396940109172,0.5129716981132075,0.18144076266625664,0.3290094339622642,0.35135135135135137
55,2003,144,1393,79,1120,78,N,0,1120,1393,0,10,3,7,0.6333333333333333,4.533333333333333,68.04,103.02763080540858,96.36488340192044,6.66274740348814,0.5213284582571602,0.23368606701940034,0.3607556368068251,0.3668032786885246,0.8275862068965517,10.206896551724139,72.73706896551724,110.1274074074074,96.09481481481481,14.032592592592593,0.5121951219512195,0.18725925925925926,0.37971175166297116,0.3911404335532517
56,2003,144,1400,82,1163,78,N,0,1163,1400,0,5,1,4,0.7,8.633333333333333,73.73083333333334,108.54798422188817,96.83872644868157,11.709257773206602,0.5235798499464094,0.21429298009652223,0.3553054662379421,0.4071691176470588,0.7857142857142857,10.178571428571429,70.97678571428573,111.10272473394218,96.76201977507736,14.34070495886482,0.4954233409610984,0.1891966689309885,0.38100686498855835,0.4237605238540692
57,2003,145,1242,78,1112,75,N,0,1112,1242,0,1,2,-1,0.8928571428571429,14.964285714285714,77.19642857142857,110.38630580615313,91.00161924589405,19.384686560259084,0.5149456521739131,0.19153365718251214,0.3804347826086957,0.3946146703806871,0.7666666666666667,14.966666666666667,74.36333333333333,109.37289883006858,89.24649244699448,20.126406383074098,0.5238095238095238,0.2003675646600027,0.3873729266987694,0.38858695652173914
58,2003,145,1266,83,1246,69,N,0,1246,1266,0,1,3,-2,0.90625,13.4375,69.46484375,111.6122139121633,92.26789630546027,19.34431760670303,0.537988228999465,0.20244053309340382,0.35580524344569286,0.39200761179828736,0.8214285714285714,10.714285714285714,67.92767857142857,115.40635392158151,99.63327593685511,15.773077984726399,0.5352380952380953,0.19979232113986778,0.41968253968253966,0.4137542277339346
59,2003,146,1393,63,1328,47,N,0,1328,1393,0,1,3,-2,0.8,11.0,65.035,109.42825657979037,92.51428717869865,16.91396940109172,0.5129716981132075,0.18144076266625664,0.3290094339622642,0.35135135135135137,0.8275862068965517,10.206896551724139,72.73706896551724,110.1274074074074,96.09481481481481,14.032592592592593,0.5121951219512195,0.18725925925925926,0.37971175166297116,0.3911404335532517
60,2003,146,1400,85,1277,76,N,0,1277,1400,0,7,1,6,0.6129032258064516,6.258064516129032,65.4790322580645,102.66768480429589,93.11032834938543,9.557356454910462,0.49873737373737376,0.22218390521467105,0.43308080808080807,0.3455114822546973,0.7857142857142857,10.178571428571429,70.97678571428573,111.10272473394218,96.76201977507736,14.34070495886482,0.4954233409610984,0.1891966689309885,0.38100686498855835,0.4237605238540692
61,2003,152,1242,94,1266,61,N,0,1242,1266,1,2,3,-1,0.7666666666666667,14.966666666666667,74.36333333333333,109.37289883006858,89.24649244699448,20.126406383074098,0.5238095238095238,0.2003675646600027,0.3873729266987694,0.38858695652173914,0.8214285714285714,10.714285714285714,67.92767857142857,115.40635392158151,99.63327593685511,15.773077984726399,0.5352380952380953,0.19979232113986778,0.41968253968253966,0.4137542277339346
62,2003,152,1393,95,1400,84,N,0,1393,1400,1,3,1,2,0.8275862068965517,10.206896551724139,72.73706896551724,110.1274074074074,96.09481481481481,14.032592592592593,0.5121951219512195,0.18725925925925926,0.37971175166297116,0.3911404335532517,0.7857142857142857,10.178571428571429,70.97678571428573,111.10272473394218,96.76201977507736,14.34070495886482,0.4954233409610984,0.1891966689309885,0.38100686498855835,0.4237605238540692
63,2003,154,1393,81,1242,78,N,0,1242,1393,0,2,3,-1,0.7666666666666667,14.966666666666667,74.36333333333333,109.37289883006858,89.24649244699448,20.126406383074098,0.5238095238095238,0.2003675646600027,0.3873729266987694,0.38858695652173914,0.8275862068965517,10.206896551724139,72.73706896551724,110.1274074074074,96.09481481481481,14.032592592592593,0.5121951219512195,0.18725925925925926,0.37971175166297116,0.3911404335532517
64,2004,134,1197,72,1250,57,N,0,1197,1250,1,16,16,0,0.4666666666666667,-1.8666666666666667,72.92,98.87547997805815,101.43536295483635,-2.559882976778198,0.4895397489539749,0.23221795575059426,0.4399282725642558,0.3155473781048758,0.6428571428571429,2.1785714285714284,66.84375,98.52400988445869,95.2648099913177,3.2591998931409876,0.4784910655195235,0.21906097642423028,0.3673064195896757,0.32401656314699795
65,2004,136,1104,65,1356,64,N,0,1104,1356,1,8,9,-1,0.5862068965517241,4.758620689655173,67.35000000000001,107.21142769372551,100.1459181322479,7.0655095614776116,0.5175548589341693,0.19711747689629572,0.3974921630094044,0.3384932920536636,0.8620689655172413,8.379310344827585,66.79741379310344,106.7045234561528,94.16016003097374,12.544363425179057,0.49504662004662003,0.18068013163838162,0.3117715617715618,0.3613207547169811
66,2004,136,1163,70,1436,53,N,0,1163,1436,1,2,15,-13,0.8181818181818182,15.151515151515152,70.7219696969697,111.8335779246516,90.40952085096356,21.424057073688047,0.5319303338171263,0.19495891937056123,0.32268988872762455,0.4149548069022186,0.7333333333333333,4.3,65.49583333333334,101.38049494242637,94.81519180609453,6.565303136331835,0.4833134684147795,0.1918697118137286,0.32479141835518477,0.32800751879699247
