,Season,TeamID,Games,Wins,PointsFor,PointsAgainst,PossTot,FGM,FGM3,FGA,FTA,TO,OR,OppDR,WinPct,MarginPG,Tempo,OffEff,DefEff,NetEff,eFG,TOV_rate,FTR,ORB_rate,TeamName,FirstD1Season,LastD1Season
16,2003,1120,30,19,2103,1967,2041.2,771,169,1641,592,477,358,618,0.6333333333333333,4.533333333333333,68.04,103.02763080540858,96.36488340192044,6.66274740348814,0.5213284582571602,0.23368606701940034,0.3607556368068251,0.3668032786885246,Auburn,1985,2026
17,2003,1122,27,20,1882,1828,1837.8,636,162,1406,648,411,287,608,0.7407407407407407,2.0,68.06666666666666,102.40504951572532,99.46675372728262,2.9382957884427015,0.5099573257467994,0.22363695723147242,0.46088193456614507,0.3206703910614525,Austin Peay,1985,2026
18,2003,1123,30,13,2199,2281,2119.4,778,161,1814,664,385,395,749,0.43333333333333335,-2.7333333333333334,70.64666666666668,103.75577993771822,107.62479947154854,-3.8690195338303255,0.47326350606394707,0.18165518542983863,0.36604189636163176,0.34527972027972026,Ball St,1985,2026
19,2003,1124,28,14,1932,1915,1901.2250000000001,661,254,1624,491,372,328,713,0.5,0.6071428571428571,67.90089285714286,101.61869321095608,100.72453286696734,0.8941603439887444,0.4852216748768473,0.19566332233165457,0.3023399014778325,0.3150816522574448,Baylor,1985,2026
20,2003,1125,28,16,2029,1980,1963.75,714,229,1533,530,474,295,614,0.5714285714285714,1.75,70.13392857142857,103.3227243793762,100.82749840865691,2.4952259707192894,0.54044357469015,0.2413749204328453,0.3457273320287019,0.32453245324532454,Belmont,2000,2026
21,2003,1126,30,8,1941,2187,2047.15,693,171,1677,554,476,369,701,0.26666666666666666,-8.2,68.23833333333333,94.8147424468163,106.83144859927215,-12.016706152455853,0.46422182468694095,0.2325183792101214,0.3303518187239117,0.3448598130841122,Bethune-Cookman,1985,2026
22,2003,1127,27,14,1797,1787,1840.2,649,207,1544,432,407,316,654,0.5185185185185185,0.37037037037037035,68.15555555555555,97.65242908379524,97.10900989022932,0.5434191935659243,0.48737046632124353,0.2211716117813281,0.27979274611398963,0.32577319587628867,Binghamton,2002,2026
23,2003,1128,26,17,1764,1682,1698.55,573,200,1294,578,407,277,535,0.6538461538461539,3.1538461538461537,65.32884615384616,103.85328662682876,99.02563951605782,4.82764711077094,0.5200927357032458,0.23961614318094845,0.446676970633694,0.3411330049261084,Birmingham So,2003,2006
24,2003,1129,28,12,1845,1874,1940.875,646,145,1573,585,403,313,694,0.42857142857142855,-1.0357142857142858,69.31696428571429,95.06021768532234,96.55438912861467,-1.4941714432923305,0.45677050222504767,0.20763830746441683,0.371900826446281,0.31082423038728896,Boise St,1985,2026
25,2003,1130,29,18,2310,2214,2070.4,811,174,1730,744,387,400,635,0.6206896551724138,3.310344827586207,71.39310344827587,111.57264296754249,106.93585780525501,4.636785162287481,0.5190751445086705,0.18692040185471406,0.4300578034682081,0.3864734299516908,Boston College,1985,2026
26,2003,1131,30,20,2043,1898,1991.6,709,197,1647,576,401,330,687,0.6666666666666666,4.833333333333333,66.38666666666667,102.58083952600924,95.30026109660575,7.280578429403491,0.49028536733454764,0.20134565173729665,0.34972677595628415,0.32448377581120946,Boston Univ,1985,2026
27,2003,1132,27,11,1795,1907,1831.225,573,169,1306,651,450,234,599,0.4074074074074074,-4.148148148148148,67.82314814814815,98.02181599748802,104.13794044969897,-6.116124452210954,0.5034456355283308,0.24573714316919004,0.498468606431853,0.2809123649459784,Bowling Green,1985,2026
28,2003,1133,29,11,2097,2099,2057.525,717,185,1643,679,411,319,720,0.3793103448275862,-0.06896551724137931,70.94913793103449,101.91856721060498,102.01577137580345,-0.09720416519847674,0.492696287279367,0.19975455948287382,0.4132684114424833,0.3070259865255053,Bradley,1985,2026
29,2003,1135,28,17,2071,2018,1984.5,683,184,1480,700,439,267,635,0.6071428571428571,1.8928571428571428,70.875,104.35878054925674,101.68808264046359,2.6706979087931444,0.5236486486486487,0.22121441169060216,0.47297297297297297,0.2960088691796009,Brown,1985,2026
30,2003,1137,28,13,1615,1661,1776.275,532,163,1316,609,443,272,629,0.4642857142857143,-1.6428571428571428,63.43839285714286,90.92060632503413,93.51029542159857,-2.5896890965644417,0.4661854103343465,0.24939831951696667,0.4627659574468085,0.3018867924528302,Bucknell,1985,2026
31,2003,1138,28,5,1815,2022,1902.6,652,151,1622,536,406,380,687,0.17857142857142858,-7.392857142857143,67.95,95.39577420372123,106.27562283191423,-10.879848628193002,0.44852034525277434,0.21339220014716703,0.33045622688039455,0.3561387066541706,Buffalo,1992,2026
32,2003,1139,29,24,1989,1767,1772.0,698,246,1469,480,302,227,586,0.8275862068965517,7.655172413793103,61.10344827586207,112.24604966139955,99.71783295711062,12.528216704288937,0.5588835942818243,0.17042889390519186,0.32675289312457456,0.27921279212792127,Butler,1985,2026
33,2003,1140,31,23,2246,1974,2033.775,745,192,1589,749,426,337,626,0.7419354838709677,8.774193548387096,65.60564516129033,110.43502845693352,97.06088431611165,13.374144140821869,0.5292636878539962,0.20946269867610723,0.4713656387665198,0.34994807892004154,BYU,1985,2026
34,2003,1141,29,23,2301,2124,2096.75,772,198,1528,730,529,307,548,0.7931034482758621,6.103448275862069,72.30172413793103,109.74126624537975,101.29963038035054,8.441635865029212,0.5700261780104712,0.25229521879098604,0.47774869109947643,0.35906432748538014,C Michigan,1985,2026
35,2003,1142,29,15,1958,1983,2003.9,684,186,1611,564,459,334,694,0.5172413793103449,-0.8620689655172413,69.10000000000001,97.70946654024651,98.95703378412097,-1.2475672438744567,0.4823091247672253,0.22905334597534807,0.3500931098696462,0.32490272373540857,Cal Poly,1995,2026
36,2003,1143,29,21,2160,2023,2056.85,793,186,1703,566,411,326,667,0.7241379310344828,4.724137931034483,70.92586206896551,105.01495004497168,98.3542796023045,6.6606704426671826,0.5202583675866118,0.19982011328001556,0.33235466823253085,0.3282980866062437,California,1985,2026
37,2003,1144,26,4,1691,2034,1793.05,597,163,1354,478,416,204,644,0.15384615384615385,-13.192307692307692,68.96346153846153,94.30858035191434,113.43799670951731,-19.129416357602963,0.5011078286558346,0.2320069155907532,0.35302806499261447,0.24056603773584906,Campbell,1985,2026
38,2003,1145,28,10,1967,1992,1980.55,739,166,1684,458,401,322,696,0.35714285714285715,-0.8928571428571429,70.73392857142856,99.31584660826539,100.57812223877207,-1.2622756305066787,0.48812351543942994,0.20246901113327107,0.27197149643705465,0.3163064833005894,Canisius,1985,2026
39,2003,1147,24,10,1743,1869,1725.825,609,104,1345,547,386,265,522,0.4166666666666667,-5.25,71.909375,100.99517622006866,108.29603233236278,-7.300856112294127,0.49144981412639405,0.2236611475671056,0.4066914498141264,0.33672172808132145,Centenary,1985,2011
40,2003,1148,28,15,1891,1879,1827.025,684,150,1479,499,433,322,537,0.5357142857142857,0.42857142857142855,65.25089285714286,103.50159412159111,102.84478865915901,0.6568054624321036,0.513184584178499,0.2369973043609146,0.3373901284651792,0.37485448195576254,Central Conn,1987,2026
41,2003,1149,26,12,1682,1716,1734.4,633,100,1432,424,381,280,578,0.46153846153846156,-1.3076923076923077,66.70769230769231,96.97878228782287,98.9391143911439,-1.9603321033210364,0.47695530726256985,0.21967250922509224,0.29608938547486036,0.32634032634032634,Charleston So,1985,2026
42,2003,1150,29,13,1985,2027,1995.825,691,231,1744,587,398,425,748,0.4482758620689655,-1.4482758620689655,68.82155172413793,99.45761777710972,101.56201069733068,-2.1043929202209597,0.46244266055045874,0.19941628148760537,0.33658256880733944,0.36231884057971014,Charlotte,1985,2026
43,2003,1151,28,19,2235,2117,2020.0,770,209,1608,640,461,353,576,0.6785714285714286,4.214285714285714,72.14285714285714,110.64356435643565,104.8019801980198,5.841584158415841,0.5438432835820896,0.22821782178217823,0.39800995024875624,0.379978471474704,Chattanooga,1985,2026
44,2003,1152,30,3,1896,2249,2043.525,706,114,1597,599,523,361,655,0.1,-11.766666666666667,68.1175,92.78085660806694,110.05492959469544,-17.274072986628497,0.4777708202880401,0.255930316487442,0.37507827175954916,0.35531496062992124,Chicago St,1985,2026
45,2003,1153,28,17,1885,1722,1830.425,641,187,1587,603,297,340,676,0.6071428571428571,5.821428571428571,65.37232142857142,102.98154800114727,94.07651228539821,8.905035715749065,0.462822936357908,0.1622573992378819,0.3799621928166352,0.3346456692913386,Cincinnati,1985,2026
46,2003,1154,24,4,1514,1713,1662.95,523,148,1306,482,392,264,613,0.16666666666666666,-8.291666666666666,69.28958333333334,91.04302594786374,103.0097116569951,-11.966685709131355,0.4571209800918836,0.23572566824017557,0.36906584992343033,0.3010262257696693,Citadel,1985,2026
47,2003,1155,28,15,1916,1907,1849.35,685,135,1551,626,377,376,610,0.5357142857142857,0.32142857142857145,66.04821428571428,103.60396896206775,103.11731148782005,0.486657474247707,0.485170857511283,0.20385540865709575,0.40361057382333976,0.3813387423935091,Clemson,1985,2026
48,2003,1156,30,8,1969,2196,2045.15,687,177,1540,634,517,313,660,0.26666666666666666,-7.566666666666666,68.17166666666667,96.27655673178006,107.37598709141139,-11.099430359631327,0.5035714285714286,0.25279319365327724,0.4116883116883117,0.32168550873586843,Cleveland St,1985,2026
49,2003,1157,26,11,1749,1817,1749.425,621,153,1429,483,438,347,527,0.4230769230769231,-2.6153846153846154,67.28557692307692,99.97570630349972,103.86269774354432,-3.8869914400445964,0.4881035689293212,0.2503679780499307,0.33799860041987406,0.39702517162471396,Coastal Car,1987,2026
50,2003,1158,29,22,2127,1991,2049.55,734,263,1683,578,408,316,750,0.7586206896551724,4.689655172413793,70.6741379310345,103.77887829035642,97.14327535312628,6.635602937230132,0.5142602495543672,0.19906808811690369,0.3434343434343434,0.2964352720450281,Col Charleston,1992,2026
51,2003,1159,26,12,1713,1762,1750.2,636,171,1467,392,372,275,628,0.46153846153846156,-1.8846153846153846,67.31538461538462,97.87452862529996,100.67420866186721,-2.7996800365672527,0.4918200408997955,0.21254713747000342,0.267211997273347,0.30454042081949056,Colgate,1985,2026
52,2003,1160,31,20,2341,2172,2238.45,843,154,1901,742,434,449,719,0.6451612903225806,5.451612903225806,72.20806451612903,104.5812950925864,97.03142799705154,7.549867095534864,0.48395581273014204,0.19388416091491883,0.39032088374539714,0.3844178082191781,Colorado,1985,2026
53,2003,1161,30,17,2220,2180,2068.8,792,126,1563,728,484,324,572,0.5666666666666667,1.3333333333333333,68.96000000000001,107.30858468677494,105.37509667440061,1.933488012374326,0.5470249520153551,0.2339520494972931,0.4657709532949456,0.36160714285714285,Colorado St,1985,2026
54,2003,1162,27,2,1340,1676,1637.2,457,136,1226,432,461,255,604,0.07407407407407407,-12.444444444444445,60.63703703703704,81.84705594918152,102.3698998289763,-20.522843879794777,0.4282218597063622,0.28157830442218423,0.3523654159869494,0.2968568102444703,Columbia,1985,2026
55,2003,1163,30,21,2401,2142,2211.925,886,182,1866,663,474,443,645,0.7,8.633333333333333,73.73083333333334,108.54798422188817,96.83872644868157,11.709257773206602,0.5235798499464094,0.21429298009652223,0.3553054662379421,0.4071691176470588,Connecticut,1985,2026
56,2003,1164,28,11,1625,1726,1715.525,590,124,1350,439,416,259,555,0.39285714285714285,-3.607142857142857,61.268750000000004,94.72318969411695,100.61060025356669,-5.887410559449734,0.482962962962963,0.2424913656169394,0.3251851851851852,0.3181818181818182,Coppin St,1986,2026
57,2003,1165,26,8,1558,1765,1679.275,555,162,1306,449,402,242,600,0.3076923076923077,-7.961538461538462,64.5875,92.7781334206726,105.10488157091602,-12.326748150243418,0.4869831546707504,0.2393890220482053,0.3437978560490046,0.28741092636579574,Cornell,1985,2026
58,2003,1166,33,29,2615,2123,2291.975,947,263,1896,661,441,359,705,0.8787878787878788,14.909090909090908,69.45378787878788,114.09374011496635,92.627537385879,21.466202729087357,0.5688291139240507,0.19241047568145378,0.34862869198312235,0.337406015037594,Creighton,1985,2026
59,2003,1168,29,10,1825,1933,1804.85,660,138,1502,566,384,350,600,0.3448275862068966,-3.7241379310344827,62.23620689655172,101.11643626894202,107.10031304540544,-5.983876776463418,0.48535286284953394,0.21276006316314378,0.37683089214380827,0.3684210526315789,CS Fullerton,1985,2026
60,2003,1169,28,13,1956,1958,1939.475,681,170,1523,601,479,348,604,0.4642857142857143,-0.07142857142857142,69.26696428571428,100.85203470011214,100.95515538998957,-0.10312068987742862,0.5029546946815495,0.24697405225640962,0.39461588969139855,0.36554621848739494,CS Northridge,1991,2026
61,2003,1170,28,11,1832,2041,1989.45,640,161,1559,582,458,304,725,0.39285714285714285,-7.464285714285714,71.05178571428571,92.08575234361255,102.59116841338059,-10.505416069768032,0.46215522771007056,0.2302143808590314,0.37331622835150735,0.2954324586977648,CS Sacramento,1992,2026
62,2003,1171,26,7,1540,1675,1613.125,532,212,1288,375,323,176,656,0.2692307692307692,-5.1923076923076925,62.04326923076923,95.46687330492057,103.83572258814414,-8.368849283223568,0.4953416149068323,0.2002324680356451,0.2911490683229814,0.21153846153846154,Dartmouth,1985,2026
63,2003,1172,24,14,1836,1777,1787.125,632,220,1402,455,453,284,545,0.5833333333333334,2.4583333333333335,74.46354166666667,102.73483947681332,99.43344757641464,3.3013919003986842,0.5292439372325249,0.2534797509967126,0.32453637660485024,0.3425814234016888,Davidson,1985,2026
64,2003,1173,29,24,2111,1923,1880.9750000000001,710,218,1572,661,386,391,559,0.8275862068965517,6.482758620689655,64.86120689655174,112.22903015723227,102.23421363920306,9.99481651802921,0.5209923664122137,0.2052127221254934,0.42048346055979646,0.41157894736842104,Dayton,1985,2026
65,2003,1174,29,15,1990,1981,2046.4,702,202,1719,544,389,320,782,0.5172413793103449,0.3103448275862069,70.56551724137931,97.24394057857701,96.8041438623925,0.4397967161845173,0.46713205351948806,0.19008991399530883,0.3164630599185573,0.29038112522686027,Delaware,1985,2026
66,2003,1175,27,15,1680,1690,1644.925,592,178,1342,463,370,287,543,0.5555555555555556,-0.37037037037037035,60.923148148148144,102.1323160630424,102.74024651579859,-0.6079304527561931,0.507451564828614,0.22493426751979576,0.3450074515648286,0.3457831325301205,Delaware St,1985,2026
67,2003,1176,32,17,2268,2210,2228.1,778,249,1909,636,426,409,823,0.53125,1.8125,69.628125,101.79076343072573,99.18764866926979,2.6031147614559416,0.4727606076479832,0.1911942911000404,0.33315872184389733,0.3319805194805195,Denver,1999,2026
68,2003,1177,28,16,1877,1798,1839.7,654,124,1487,612,407,345,574,0.5714285714285714,2.8214285714285716,65.70357142857144,102.0275044844268,97.73332608577485,4.294178398651951,0.48150638870208473,0.22123172256346144,0.41156691324815065,0.3754080522306855,DePaul,1985,2026
69,2003,1178,29,17,2058,1885,1893.825,771,131,1603,547,347,316,597,0.5862068965517241,5.9655172413793105,65.30431034482758,108.66896360540176,99.53401185431599,9.134951751085765,0.5218340611353712,0.18322706691484164,0.34123518402994385,0.34611171960569553,Detroit,1985,2026
70,2003,1179,28,8,1785,1946,1796.85,609,153,1356,566,403,231,603,0.2857142857142857,-5.75,64.17321428571428,99.34051256365306,108.30063722625707,-8.960124662604002,0.5055309734513275,0.2242813813061747,0.4174041297935103,0.27697841726618705,Drake,1985,2026
71,2003,1180,29,18,1990,1891,1997.425,713,185,1656,563,394,320,706,0.6206896551724138,3.413793103448276,68.87672413793103,99.62827139942677,94.67189005845026,4.956381340976506,0.48641304347826086,0.19725396447926707,0.33997584541062803,0.31189083820662766,Drexel,1985,2026
72,2003,1181,30,24,2459,2112,2217.95,821,220,1810,842,421,413,679,0.8,11.566666666666666,73.93166666666666,110.86814400685319,95.22306634504837,15.64507766180482,0.5143646408839779,0.18981491918212764,0.46519337016574586,0.3782051282051282,Duke,1985,2026
73,2003,1182,30,9,2001,2201,2117.225,705,170,1585,611,568,326,661,0.3,-6.666666666666667,70.57416666666667,94.51050313499982,103.95683028492485,-9.446327149925025,0.49842271293375395,0.2682756910578706,0.38548895899053626,0.3302938196555218,Duquesne,1985,2026
74,2003,1183,28,13,2162,2197,2024.9,771,189,1733,564,363,339,688,0.4642857142857143,-1.25,72.31785714285715,106.77070472615931,108.49918514494543,-1.7284804187861198,0.49942296595499136,0.17926811200553114,0.3254472013848817,0.33008763388510226,E Illinois,1985,2026
75,2003,1184,24,7,1792,1935,1768.45,642,132,1435,542,356,280,615,0.2916666666666667,-5.958333333333333,73.68541666666667,101.33167463032599,109.41785179111652,-8.086177160790527,0.49337979094076656,0.20130622861828154,0.37770034843205574,0.3128491620111732,E Kentucky,1985,2026
76,2003,1185,26,12,1998,2074,1930.25,695,125,1508,750,395,329,645,0.46153846153846156,-2.923076923076923,74.24038461538461,103.50990804299961,107.44722186245305,-3.9373138194534363,0.5023209549071618,0.20463670509001425,0.4973474801061008,0.337782340862423,E Michigan,1985,2026
77,2003,1186,29,17,2029,1922,2035.225,693,136,1485,691,494,272,622,0.5862068965517241,3.689655172413793,70.1801724137931,99.6941370118783,94.43673303934455,5.257403972533751,0.5124579124579125,0.24272500583473572,0.4653198653198653,0.3042505592841163,E Washington,1985,2026
78,2003,1187,25,10,1575,1648,1631.95,568,106,1404,482,320,321,606,0.4,-2.92,65.278,96.510309752137,100.98348601366463,-4.473176261527627,0.4423076923076923,0.19608443886148472,0.3433048433048433,0.34627831715210355,East Carolina,1985,2026
79,2003,1189,25,10,1560,1711,1654.075,573,113,1355,457,405,323,536,0.4,-6.04,66.163,94.3125311730121,103.44150053655366,-9.128969363541557,0.46457564575645754,0.24484984054531989,0.3372693726937269,0.3760186263096624,Elon,2000,2026
80,2003,1190,27,17,2152,2092,2104.25,758,141,1658,670,506,378,608,0.6296296296296297,2.2222222222222223,77.93518518518519,102.26921706071046,99.4178448378282,2.8513722228822616,0.4996984318455971,0.24046572412973743,0.4041013268998794,0.38336713995943206,ETSU,1985,2026
81,2003,1191,28,12,1960,2063,1882.875,670,164,1386,625,446,246,567,0.42857142857142855,-3.6785714285714284,67.24553571428571,104.09612958905929,109.56648741950475,-5.470357830445465,0.5425685425685426,0.23687180508530836,0.4509379509379509,0.3025830258302583,Evansville,1985,2026
82,2003,1192,29,15,2106,2153,2076.3,737,246,1685,548,423,292,739,0.5172413793103449,-1.6206896551724137,71.59655172413794,101.43042912873861,103.69407118431825,-2.2636420555796377,0.5103857566765578,0.2037277850021673,0.3252225519287834,0.2832201745877789,F Dickinson,1985,2026
83,2003,1193,30,19,2119,2082,2147.0,721,128,1626,760,514,354,652,0.6333333333333333,1.2333333333333334,71.56666666666666,98.69585468095016,96.97251979506288,1.723334885887283,0.482779827798278,0.2394038192827201,0.46740467404674046,0.3518886679920477,Fairfield,1985,2026
84,2003,1194,27,6,1865,2091,2026.075,679,175,1729,497,449,388,739,0.2222222222222222,-8.37037037037037,75.03981481481482,92.04989943610182,103.20447170020853,-11.154572264106704,0.4433198380566802,0.22161074984884566,0.2874493927125506,0.3442768411712511,FL Atlantic,1994,2026
85,2003,1196,31,24,2353,2005,2110.825,835,269,1752,587,415,335,674,0.7741935483870968,11.225806451612904,68.09112903225805,111.4730022621487,94.98655738869874,16.486444873449955,0.5533675799086758,0.19660559260004976,0.3350456621004566,0.33201189296333,Florida,1985,2026
86,2003,1197,29,17,2073,2081,2028.6000000000001,681,240,1581,696,507,390,636,0.5862068965517241,-0.27586206896551724,69.95172413793104,102.18870156758355,102.58306221039139,-0.39436064280783967,0.5066413662239089,0.24992605737947352,0.44022770398481975,0.38011695906432746,Florida A&M,1985,2026
87,2003,1198,28,7,1677,1819,1818.4,596,104,1462,624,444,384,619,0.25,-5.071428571428571,64.94285714285715,92.22393312802463,100.03299604047514,-7.809062912450514,0.4432284541723666,0.24417069951605805,0.426812585499316,0.382851445663011,Florida Intl,1988,2026
88,2003,1199,29,14,1974,1930,2034.9,718,186,1662,524,432,308,705,0.4827586206896552,1.5172413793103448,70.16896551724139,97.00722394220846,94.84495552607007,2.1622684161383887,0.4879663056558363,0.2122954444935869,0.31528279181708785,0.3040473840078973,Florida St,1985,2026
89,2003,1200,28,2,1810,2188,1987.475,648,192,1572,521,489,321,706,0.07142857142857142,-13.5,70.98125,91.0703279286532,110.08943508723381,-19.01910715858061,0.4732824427480916,0.246040830702273,0.33142493638676845,0.31256085686465435,Fordham,1985,2026
90,2003,1201,28,20,2006,1870,1933.8,725,183,1617,528,442,376,591,0.7142857142857143,4.857142857142857,69.06428571428572,103.73358154928121,96.70079635949944,7.032785189781777,0.5049474335188621,0.22856551866790775,0.32653061224489793,0.38883143743536713,Fresno St,1985,2026
91,2003,1202,28,11,1807,1924,1863.125,654,157,1568,495,415,355,647,0.39285714285714285,-4.178571428571429,66.54017857142857,96.98758805769876,103.26735994632674,-6.279771888627977,0.46715561224489793,0.2227440456222744,0.3156887755102041,0.35429141716566864,Furman,1985,2026
92,2003,1203,29,12,2070,2085,2012.9,691,172,1576,764,474,400,611,0.41379310344827586,-0.5172413793103449,69.41034482758621,102.83670326394753,103.5818967658602,-0.7451935019126665,0.4930203045685279,0.2354811466044016,0.4847715736040609,0.39564787339268054,G Washington,1985,2026
93,2003,1204,26,13,1965,2021,1899.275,720,160,1569,569,411,351,605,0.5,-2.1538461538461537,73.04903846153846,103.46053099208908,106.40902449618933,-2.948493504100256,0.5098789037603569,0.21639836253307182,0.36265137029955385,0.36715481171548114,Ga Southern,1985,2026
94,2003,1205,28,4,1882,2097,2063.1,705,223,1784,356,461,351,780,0.14285714285714285,-7.678571428571429,73.68214285714285,91.22194755465077,101.6431583539334,-10.421210799282633,0.4576793721973094,0.22345014783578113,0.19955156950672645,0.3103448275862069,Gardner Webb,2003,2026
95,2003,1206,28,16,1794,1694,1860.025,638,125,1508,579,439,362,615,0.5714285714285714,3.5714285714285716,66.42946428571429,96.45031652800365,91.07404470370021,5.376271824303444,0.4645225464190981,0.23601833308692086,0.3839522546419098,0.3705220061412487,George Mason,1985,2026
96,2003,1207,29,15,2213,2024,2189.925,766,136,1782,743,462,407,717,0.5172413793103449,6.517241379310345,75.5146551724138,101.05368905327808,92.42325650421817,8.630432549059904,0.468013468013468,0.21096612897701975,0.4169472502805836,0.3620996441281139,Georgetown,1985,2026
97,2003,1208,27,19,2138,1976,1902.4,770,181,1659,584,312,346,641,0.7037037037037037,6.0,70.45925925925927,112.3843566021867,103.86879730866274,8.515559293523964,0.5186859553948161,0.16400336417157274,0.35201928872814947,0.3505572441742654,Georgia,1985,2026
98,2003,1209,28,13,2050,2057,1989.875,746,171,1646,545,407,322,640,0.4642857142857143,-0.25,71.06696428571429,103.02154657955901,103.37332747031849,-0.3517808907594713,0.5051640340218712,0.2045354607701489,0.3311057108140948,0.33471933471933474,Georgia St,1985,2026
99,2003,1210,28,14,2074,1949,2008.2,757,159,1695,592,425,393,646,0.5,4.464285714285714,71.72142857142858,103.27656607907579,97.05208644557315,6.224479633502639,0.4935103244837758,0.21163230753908974,0.34926253687315634,0.3782483156881617,Georgia Tech,1985,2026
100,2003,1211,31,23,2389,2114,2162.9,808,222,1719,764,451,370,651,0.7419354838709677,8.870967741935484,69.7709677419355,110.45355772342688,97.73914651625132,12.714411207175559,0.5346131471785922,0.20851634379767903,0.4444444444444444,0.3623898139079334,Gonzaga,1985,2026
