name,pbt1,t1,pbt2,t2,pbt3,t3,points,ind,pbt,wonprevious,triple,TSID
Adrian Lewis,361,20,341,20,321,20,20,t2pt,341,1,0,141
Adrian Lewis,361,20,341,20,321,20,20,t3pt,321,1,0,141
Adrian Lewis,301,T20,241,T20,181,T20,60,t1pt,301,1,1,141
Adrian Lewis,301,T20,241,T20,181,T20,60,t2pt,241,1,1,141
Adrian Lewis,301,T20,241,T20,181,T20,60,t3pt,181,1,1,141
Adrian Lewis,501,T20,441,20,421,T19,60,t1pt,501,1,1,142
Adrian Lewis,501,T20,441,20,421,T19,20,t2pt,441,1,0,142
Adrian Lewis,501,T20,441,20,421,T19,57,t3pt,421,1,1,142
Adrian Lewis,364,20,344,T19,287,19,20,t1pt,364,1,0,142
Adrian Lewis,364,20,344,T19,287,19,57,t2pt,344,1,1,142
Adrian Lewis,364,20,344,T19,287,19,19,t3pt,287,1,0,142
Adrian Lewis,268,20,248,18,230,20,20,t1pt,268,1,0,142
Adrian Lewis,268,20,248,18,230,20,18,t2pt,248,1,0,142
Adrian Lewis,268,20,248,18,230,20,20,t3pt,230,1,0,142
Adrian Lewis,210,20,190,20,170,20,20,t1pt,210,1,0,142
Adrian Lewis,210,20,190,20,170,20,20,t2pt,190,1,0,142
Adrian Lewis,501,20,481,T19,424,T19,20,t1pt,501,0,0,143
Adrian Lewis,501,20,481,T19,424,T19,57,t2pt,481,0,1,143
Adrian Lewis,501,20,481,T19,424,T19,57,t3pt,424,0,1,143
Adrian Lewis,367,T20,307,T20,247,T20,60,t1pt,367,0,1,143
Adrian Lewis,367,T20,307,T20,247,T20,60,t2pt,307,0,1,143
Adrian Lewis,367,T20,307,T20,247,T20,60,t3pt,247,0,1,143
Adrian Lewis,187,20,167,T19,110,20,20,t1pt,187,0,0,143
Adrian Lewis,501,5,496,T20,436,T20,5,t1pt,501,1,0,144
Adrian Lewis,501,5,496,T20,436,T20,60,t2pt,496,1,1,144
Adrian Lewis,501,5,496,T20,436,T20,60,t3pt,436,1,1,144
Adrian Lewis,376,T20,316,T20,256,T20,60,t1pt,376,1,1,144
Adrian Lewis,376,T20,316,T20,256,T20,60,t2pt,316,1,1,144
Adrian Lewis,376,T20,316,T20,256,T20,60,t3pt,256,1,1,144
Adrian Lewis,196,20,176,20,156,20,20,t1pt,196,1,0,144
Adrian Lewis,501,20,481,T20,421,20,20,t1pt,501,1,0,145
Adrian Lewis,501,20,481,T20,421,20,60,t2pt,481,1,1,145
Adrian Lewis,501,20,481,T20,421,20,20,t3pt,421,1,0,145
Adrian Lewis,401,20,381,20,361,20,20,t1pt,401,1,0,145
Adrian Lewis,401,20,381,20,361,20,20,t2pt,381,1,0,145
Adrian Lewis,401,20,381,20,361,20,20,t3pt,361,1,0,145
Adrian Lewis,341,T20,281,20,261,T20,60,t1pt,341,1,1,145
Adrian Lewis,341,T20,281,20,261,T20,20,t2pt,281,1,0,145
Adrian Lewis,341,T20,281,20,261,T20,60,t3pt,261,1,1,145
Adrian Lewis,201,T20,141,T20,81,T19,60,t1pt,201,1,1,145
Adrian Lewis,501,20,481,20,461,T19,20,t1pt,501,1,0,146
Adrian Lewis,501,20,481,20,461,T19,20,t2pt,481,1,0,146
Adrian Lewis,501,20,481,20,461,T19,57,t3pt,461,1,1,146
Adrian Lewis,404,T20,344,20,324,20,60,t1pt,404,1,1,146
Adrian Lewis,404,T20,344,20,324,20,20,t2pt,344,1,0,146
Adrian Lewis,404,T20,344,20,324,20,20,t3pt,324,1,0,146
Adrian Lewis,304,T1,301,T20,241,20,3,t1pt,304,1,0,146
Adrian Lewis,304,T1,301,T20,241,20,60,t2pt,301,1,1,146
Adrian Lewis,304,T1,301,T20,241,20,20,t3pt,241,1,0,146
Adrian Lewis,221,T20,161,20,141,T20,60,t1pt,221,1,1,146
Adrian Lewis,501,20,481,1,480,19,20,t1pt,501,0,0,147
Adrian Lewis,501,20,481,1,480,19,1,t2pt,481,0,0,147
Adrian Lewis,501,20,481,1,480,19,19,t3pt,480,0,0,147
Adrian Lewis,461,20,441,7,434,T19,20,t1pt,461,0,0,147
Adrian Lewis,461,20,441,7,434,T19,7,t2pt,441,0,0,147
Adrian Lewis,461,20,441,7,434,T19,57,t3pt,434,0,1,147
Adrian Lewis,377,20,357,20,337,20,20,t1pt,377,0,0,147
Adrian Lewis,377,20,357,20,337,20,20,t2pt,357,0,0,147
Adrian Lewis,377,20,357,20,337,20,20,t3pt,337,0,0,147
Adrian Lewis,317,T20,257,T20,197,T1,60,t1pt,317,0,1,147
Adrian Lewis,317,T20,257,T20,197,T1,60,t2pt,257,0,1,147
Adrian Lewis,317,T20,257,T20,197,T1,3,t3pt,197,0,0,147
Adrian Lewis,501,20,481,19,462,T18,20,t1pt,501,0,0,148
Adrian Lewis,501,20,481,19,462,T18,19,t2pt,481,0,0,148
Adrian Lewis,501,20,481,19,462,T18,54,t3pt,462,0,1,148
Adrian Lewis,408,20,388,20,368,T20,20,t1pt,408,0,0,148
Adrian Lewis,408,20,388,20,368,T20,20,t2pt,388,0,0,148
Adrian Lewis,408,20,388,20,368,T20,60,t3pt,368,0,1,148
Adrian Lewis,308,T20,248,20,228,20,60,t1pt,308,0,1,148
Adrian Lewis,308,T20,248,20,228,20,20,t2pt,248,0,0,148
Adrian Lewis,308,T20,248,20,228,20,20,t3pt,228,0,0,148
Adrian Lewis,208,20,188,20,168,20,20,t1pt,208,0,0,148
Adrian Lewis,208,20,188,20,168,20,20,t2pt,188,0,0,148
Adrian Lewis,501,T20,441,T20,381,19,60,t1pt,501,0,1,149
Adrian Lewis,501,T20,441,T20,381,19,60,t2pt,441,0,1,149
Adrian Lewis,501,T20,441,T20,381,19,19,t3pt,381,0,0,149
Adrian Lewis,362,20,342,20,322,20,20,t1pt,362,0,0,149
Adrian Lewis,362,20,342,20,322,20,20,t2pt,342,0,0,149
Adrian Lewis,362,20,342,20,322,20,20,t3pt,322,0,0,149
Adrian Lewis,302,18,284,20,264,20,18,t1pt,302,0,0,149
Adrian Lewis,302,18,284,20,264,20,20,t2pt,284,0,0,149
Adrian Lewis,302,18,284,20,264,20,20,t3pt,264,0,0,149
Adrian Lewis,244,20,224,20,204,T1,20,t1pt,244,0,0,149
Adrian Lewis,244,20,224,20,204,T1,20,t2pt,224,0,0,149
Adrian Lewis,244,20,224,20,204,T1,3,t3pt,204,0,0,149
Adrian Lewis,201,20,181,19,162,T18,20,t1pt,201,0,0,149
Adrian Lewis,201,20,181,19,162,T18,19,t2pt,181,0,0,149
Adrian Lewis,501,20,481,1,480,20,20,t1pt,501,1,0,150
Adrian Lewis,501,20,481,1,480,20,1,t2pt,481,1,0,150
Adrian Lewis,501,20,481,1,480,20,20,t3pt,480,1,0,150
Adrian Lewis,460,20,440,T20,380,20,20,t1pt,460,1,0,150
Adrian Lewis,460,20,440,T20,380,20,60,t2pt,440,1,1,150
Adrian Lewis,460,20,440,T20,380,20,20,t3pt,380,1,0,150
Adrian Lewis,360,20,340,T20,280,20,20,t1pt,360,1,0,150
Adrian Lewis,360,20,340,T20,280,20,60,t2pt,340,1,1,150
Adrian Lewis,360,20,340,T20,280,20,20,t3pt,280,1,0,150
Adrian Lewis,260,20,240,20,220,20,20,t1pt,260,1,0,150
Adrian Lewis,260,20,240,20,220,20,20,t2pt,240,1,0,150
Adrian Lewis,260,20,240,20,220,20,20,t3pt,220,1,0,150
Adrian Lewis,200,20,180,20,160,T20,20,t1pt,200,1,0,150
Adrian Lewis,200,20,180,20,160,T20,20,t2pt,180,1,0,150
Adrian Lewis,501,20,481,19,462,19,20,t1pt,501,0,0,151
Adrian Lewis,501,20,481,19,462,19,19,t2pt,481,0,0,151
Adrian Lewis,501,20,481,19,462,19,19,t3pt,462,0,0,151
Adrian Lewis,443,20,423,20,403,T20,20,t1pt,443,0,0,151
Adrian Lewis,443,20,423,20,403,T20,20,t2pt,423,0,0,151
Adrian Lewis,443,20,423,20,403,T20,60,t3pt,403,0,1,151
Adrian Lewis,343,T20,283,5,278,T20,60,t1pt,343,0,1,151
Adrian Lewis,343,T20,283,5,278,T20,5,t2pt,283,0,0,151
Adrian Lewis,343,T20,283,5,278,T20,60,t3pt,278,0,1,151
Adrian Lewis,218,T5,203,20,183,T18,15,t1pt,218,0,0,151
Adrian Lewis,218,T5,203,20,183,T18,20,t2pt,203,0,0,151
Adrian Lewis,218,T5,203,20,183,T18,54,t3pt,183,0,1,151
Adrian Lewis,501,20,481,19,462,T19,20,t1pt,501,0,0,152
Adrian Lewis,501,20,481,19,462,T19,19,t2pt,481,0,0,152
Adrian Lewis,501,20,481,19,462,T19,57,t3pt,462,0,1,152
Adrian Lewis,405,T20,345,T20,285,T20,60,t1pt,405,0,1,152
Adrian Lewis,405,T20,345,T20,285,T20,60,t2pt,345,0,1,152
Adrian Lewis,405,T20,345,T20,285,T20,60,t3pt,285,0,1,152
Adrian Lewis,225,20,205,T20,145,T20,20,t1pt,225,0,0,152
Adrian Lewis,225,20,205,T20,145,T20,60,t2pt,205,0,1,152
Adrian Lewis,501,T20,441,T20,381,T20,60,t1pt,501,0,1,153
Adrian Lewis,501,T20,441,T20,381,T20,60,t2pt,441,0,1,153
Adrian Lewis,501,T20,441,T20,381,T20,60,t3pt,381,0,1,153
Adrian Lewis,321,T20,261,T20,201,T19,60,t1pt,321,0,1,153
Adrian Lewis,321,T20,261,T20,201,T19,60,t2pt,261,0,1,153
Adrian Lewis,321,T20,261,T20,201,T19,57,t3pt,201,0,1,153
Adrian Lewis,501,20,481,5,476,20,20,t1pt,501,0,0,154
Adrian Lewis,501,20,481,5,476,20,5,t2pt,481,0,0,154
Adrian Lewis,501,20,481,5,476,20,20,t3pt,476,0,0,154
Adrian Lewis,456,20,436,19,417,T18,20,t1pt,456,0,0,154
Adrian Lewis,456,20,436,19,417,T18,19,t2pt,436,0,0,154
Adrian Lewis,456,20,436,19,417,T18,54,t3pt,417,0,1,154
Adrian Lewis,363,20,343,20,323,20,20,t1pt,363,0,0,154
Adrian Lewis,363,20,343,20,323,20,20,t2pt,343,0,0,154
Adrian Lewis,363,20,343,20,323,20,20,t3pt,323,0,0,154
Adrian Lewis,303,19,284,19,265,T20,19,t1pt,303,0,0,154
Adrian Lewis,303,19,284,19,265,T20,19,t2pt,284,0,0,154
Adrian Lewis,303,19,284,19,265,T20,60,t3pt,265,0,1,154
Adrian Lewis,205,20,185,8,177,T17,20,t1pt,205,0,0,154
Adrian Lewis,205,20,185,8,177,T17,8,t2pt,185,0,0,154
Adrian Lewis,501,T20,441,T20,381,19,60,t1pt,501,0,1,155
Adrian Lewis,501,T20,441,T20,381,19,60,t2pt,441,0,1,155
Adrian Lewis,501,T20,441,T20,381,19,19,t3pt,381,0,0,155
Adrian Lewis,362,T1,359,20,339,T20,3,t1pt,362,0,0,155
Adrian Lewis,362,T1,359,20,339,T20,20,t2pt,359,0,0,155
Adrian Lewis,362,T1,359,20,339,T20,60,t3pt,339,0,1,155
Adrian Lewis,279,T20,219,T20,159,T19,60,t1pt,279,0,1,155
Adrian Lewis,279,T20,219,T20,159,T19,60,t2pt,219,0,1,155
Adrian Lewis,501,T20,441,20,421,19,60,t1pt,501,1,1,156
Adrian Lewis,501,T20,441,20,421,19,20,t2pt,441,1,0,156
Adrian Lewis,501,T20,441,20,421,19,19,t3pt,421,1,0,156
Adrian Lewis,402,T20,342,20,322,20,60,t1pt,402,1,1,156
Adrian Lewis,402,T20,342,20,322,20,20,t2pt,342,1,0,156
Adrian Lewis,402,T20,342,20,322,20,20,t3pt,322,1,0,156
Adrian Lewis,302,20,282,T18,228,18,20,t1pt,302,1,0,156
Adrian Lewis,302,20,282,T18,228,18,54,t2pt,282,1,1,156
Adrian Lewis,302,20,282,T18,228,18,18,t3pt,228,1,0,156
Adrian Lewis,210,T20,150,T20,90,25,60,t1pt,210,1,1,156
Adrian Lewis,501,T20,441,20,421,20,60,t1pt,501,0,1,157
Adrian Lewis,501,T20,441,20,421,20,20,t2pt,441,0,0,157
Adrian Lewis,501,T20,441,20,421,20,20,t3pt,421,0,0,157
Adrian Lewis,401,1,400,T19,343,19,1,t1pt,401,0,0,157
Adrian Lewis,401,1,400,T19,343,19,57,t2pt,400,0,1,157
Adrian Lewis,401,1,400,T19,343,19,19,t3pt,343,0,0,157
Adrian Lewis,324,20,304,T20,244,20,20,t1pt,324,0,0,157
Adrian Lewis,324,20,304,T20,244,20,60,t2pt,304,0,1,157
Adrian Lewis,324,20,304,T20,244,20,20,t3pt,244,0,0,157
Adrian Lewis,224,20,204,20,184,T1,20,t1pt,224,0,0,157
Adrian Lewis,224,20,204,20,184,T1,20,t2pt,204,0,0,157
Adrian Lewis,224,20,204,20,184,T1,3,t3pt,184,0,0,157
Adrian Lewis,501,T20,441,20,421,T20,60,t1pt,501,0,1,158
Adrian Lewis,501,T20,441,20,421,T20,20,t2pt,441,0,0,158
Adrian Lewis,501,T20,441,20,421,T20,60,t3pt,421,0,1,158
Adrian Lewis,361,T20,301,T20,241,T20,60,t1pt,361,0,1,158
Adrian Lewis,361,T20,301,T20,241,T20,60,t2pt,301,0,1,158
Adrian Lewis,361,T20,301,T20,241,T20,60,t3pt,241,0,1,158
Adrian Lewis,181,20,161,T20,101,20,20,t1pt,181,0,0,158
Adrian Lewis,501,20,481,20,461,T20,20,t1pt,501,1,0,159
Adrian Lewis,501,20,481,20,461,T20,20,t2pt,481,1,0,159
Adrian Lewis,501,20,481,20,461,T20,60,t3pt,461,1,1,159
Adrian Lewis,401,T5,386,T5,371,T20,15,t1pt,401,1,0,159
Adrian Lewis,401,T5,386,T5,371,T20,15,t2pt,386,1,0,159
Adrian Lewis,401,T5,386,T5,371,T20,60,t3pt,371,1,1,159
Adrian Lewis,311,20,291,T20,231,20,20,t1pt,311,1,0,159
Adrian Lewis,311,20,291,T20,231,20,60,t2pt,291,1,1,159
Adrian Lewis,311,20,291,T20,231,20,20,t3pt,231,1,0,159
Adrian Lewis,211,T20,151,T20,91,T17,60,t1pt,211,1,1,159
Adrian Lewis,501,20,481,T20,421,20,20,t1pt,501,1,0,160
Adrian Lewis,501,20,481,T20,421,20,60,t2pt,481,1,1,160
Adrian Lewis,501,20,481,T20,421,20,20,t3pt,421,1,0,160
Adrian Lewis,401,T20,341,T20,281,T20,60,t1pt,401,1,1,160
Adrian Lewis,401,T20,341,T20,281,T20,60,t2pt,341,1,1,160
Adrian Lewis,401,T20,341,T20,281,T20,60,t3pt,281,1,1,160
Adrian Lewis,221,20,201,T20,141,T20,20,t1pt,221,1,0,160
Adrian Lewis,221,20,201,T20,141,T20,60,t2pt,201,1,1,160
Adrian Lewis,501,T20,441,20,421,20,60,t1pt,501,1,1,161
Adrian Lewis,501,T20,441,20,421,20,20,t2pt,441,1,0,161
Adrian Lewis,501,T20,441,20,421,20,20,t3pt,421,1,0,161
Adrian Lewis,401,20,381,20,361,19,20,t1pt,401,1,0,161
Adrian Lewis,401,20,381,20,361,19,20,t2pt,381,1,0,161
Adrian Lewis,401,20,381,20,361,19,19,t3pt,361,1,0,161
Adrian Lewis,342,T20,282,T20,222,T20,60,t1pt,342,1,1,161
Adrian Lewis,342,T20,282,T20,222,T20,60,t2pt,282,1,1,161
Adrian Lewis,342,T20,282,T20,222,T20,60,t3pt,222,1,1,161
Adrian Lewis,501,T20,441,20,421,1,60,t1pt,501,0,1,162
Adrian Lewis,501,T20,441,20,421,1,20,t2pt,441,0,0,162
Adrian Lewis,501,T20,441,20,421,1,1,t3pt,421,0,0,162
Adrian Lewis,420,20,400,T20,340,20,20,t1pt,420,0,0,162
Adrian Lewis,420,20,400,T20,340,20,60,t2pt,400,0,1,162
Adrian Lewis,420,20,400,T20,340,20,20,t3pt,340,0,0,162
Adrian Lewis,320,T20,260,20,240,20,60,t1pt,320,0,1,162
Adrian Lewis,320,T20,260,20,240,20,20,t2pt,260,0,0,162
Adrian Lewis,320,T20,260,20,240,20,20,t3pt,240,0,0,162
Adrian Lewis,220,20,200,T20,140,T20,20,t1pt,220,0,0,162
Adrian Lewis,220,20,200,T20,140,T20,60,t2pt,200,0,1,162
Adrian Lewis,501,T1,498,T20,438,T20,3,t1pt,501,0,0,163
Adrian Lewis,501,T1,498,T20,438,T20,60,t2pt,498,0,1,163
Adrian Lewis,501,T1,498,T20,438,T20,60,t3pt,438,0,1,163
Adrian Lewis,378,T20,318,T20,258,T20,60,t1pt,378,0,1,163
Adrian Lewis,378,T20,318,T20,258,T20,60,t2pt,318,0,1,163
Adrian Lewis,378,T20,318,T20,258,T20,60,t3pt,258,0,1,163
Adrian Lewis,198,T20,138,T20,78,4,60,t1pt,198,0,1,163
Adrian Lewis,501,20,481,20,461,5,20,t1pt,501,0,0,164
Adrian Lewis,501,20,481,20,461,5,20,t2pt,481,0,0,164
Adrian Lewis,501,20,481,20,461,5,5,t3pt,461,0,0,164
Adrian Lewis,456,20,436,T20,376,T20,20,t1pt,456,0,0,164
Adrian Lewis,456,20,436,T20,376,T20,60,t2pt,436,0,1,164
Adrian Lewis,456,20,436,T20,376,T20,60,t3pt,376,0,1,164
Adrian Lewis,316,T20,256,T20,196,T20,60,t1pt,316,0,1,164
Adrian Lewis,316,T20,256,T20,196,T20,60,t2pt,256,0,1,164
Adrian Lewis,316,T20,256,T20,196,T20,60,t3pt,196,0,1,164
Adrian Lewis,501,20,481,20,461,20,20,t1pt,501,1,0,165
Adrian Lewis,501,20,481,20,461,20,20,t2pt,481,1,0,165
Adrian Lewis,501,20,481,20,461,20,20,t3pt,461,1,0,165
Adrian Lewis,441,20,421,T19,364,T18,20,t1pt,441,1,0,165
Adrian Lewis,441,20,421,T19,364,T18,57,t2pt,421,1,1,165
Adrian Lewis,441,20,421,T19,364,T18,54,t3pt,364,1,1,165
Adrian Lewis,310,20,290,T20,230,T20,20,t1pt,310,1,0,165
Adrian Lewis,310,20,290,T20,230,T20,60,t2pt,290,1,1,165
Adrian Lewis,310,20,290,T20,230,T20,60,t3pt,230,1,1,165
Adrian Lewis,501,20,481,20,461,20,20,t1pt,501,1,0,166
Adrian Lewis,501,20,481,20,461,20,20,t2pt,481,1,0,166
Adrian Lewis,501,20,481,20,461,20,20,t3pt,461,1,0,166
Adrian Lewis,441,20,421,20,401,20,20,t1pt,441,1,0,166
Adrian Lewis,441,20,421,20,401,20,20,t2pt,421,1,0,166
Adrian Lewis,441,20,421,20,401,20,20,t3pt,401,1,0,166
Adrian Lewis,381,20,361,20,341,20,20,t1pt,381,1,0,166
Adrian Lewis,381,20,361,20,341,20,20,t2pt,361,1,0,166
Adrian Lewis,381,20,361,20,341,20,20,t3pt,341,1,0,166
Adrian Lewis,321,20,301,20,281,3,20,t1pt,321,1,0,166
Adrian Lewis,321,20,301,20,281,3,20,t2pt,301,1,0,166
Adrian Lewis,321,20,301,20,281,3,3,t3pt,281,1,0,166
Adrian Lewis,278,T5,263,20,243,20,15,t1pt,278,1,0,166
Adrian Lewis,278,T5,263,20,243,20,20,t2pt,263,1,0,166
Adrian Lewis,278,T5,263,20,243,20,20,t3pt,243,1,0,166
Adrian Lewis,501,20,481,T19,424,19,20,t1pt,501,0,0,167
Adrian Lewis,501,20,481,T19,424,19,57,t2pt,481,0,1,167
Adrian Lewis,501,20,481,T19,424,19,19,t3pt,424,0,0,167
Adrian Lewis,405,T5,390,20,370,1,15,t1pt,405,0,0,167
Adrian Lewis,405,T5,390,20,370,1,20,t2pt,390,0,0,167
Adrian Lewis,405,T5,390,20,370,1,1,t3pt,370,0,0,167
Adrian Lewis,369,20,349,20,329,20,20,t1pt,369,0,0,167
Adrian Lewis,369,20,349,20,329,20,20,t2pt,349,0,0,167
Adrian Lewis,369,20,349,20,329,20,20,t3pt,329,0,0,167
Adrian Lewis,309,T19,252,T19,195,19,57,t1pt,309,0,1,167
Adrian Lewis,309,T19,252,T19,195,19,57,t2pt,252,0,1,167
Adrian Lewis,309,T19,252,T19,195,19,19,t3pt,195,0,0,167
Adrian Lewis,501,20,481,T20,421,T20,20,t1pt,501,0,0,168
Adrian Lewis,501,20,481,T20,421,T20,60,t2pt,481,0,1,168
Adrian Lewis,501,20,481,T20,421,T20,60,t3pt,421,0,1,168
Adrian Lewis,361,20,341,5,336,T20,20,t1pt,361,0,0,168
Adrian Lewis,361,20,341,5,336,T20,5,t2pt,341,0,0,168
Adrian Lewis,361,20,341,5,336,T20,60,t3pt,336,0,1,168
Adrian Lewis,276,T20,216,T1,213,T20,60,t1pt,276,0,1,168
Adrian Lewis,276,T20,216,T1,213,T20,3,t2pt,216,0,0,168
Adrian Lewis,276,T20,216,T1,213,T20,60,t3pt,213,0,1,168
Adrian Lewis,501,20,481,20,461,T1,20,t1pt,501,1,0,169
Adrian Lewis,501,20,481,20,461,T1,20,t2pt,481,1,0,169
Adrian Lewis,501,20,481,20,461,T1,3,t3pt,461,1,0,169
Adrian Lewis,458,T20,398,1,397,5,60,t1pt,458,1,1,169
Adrian Lewis,458,T20,398,1,397,5,1,t2pt,398,1,0,169
Adrian Lewis,458,T20,398,1,397,5,5,t3pt,397,1,0,169
Adrian Lewis,392,T1,389,20,369,T20,3,t1pt,392,1,0,169
Adrian Lewis,392,T1,389,20,369,T20,20,t2pt,389,1,0,169
Adrian Lewis,392,T1,389,20,369,T20,60,t3pt,369,1,1,169
Adrian Lewis,309,3,306,20,286,T20,3,t1pt,309,1,0,169
Adrian Lewis,309,3,306,20,286,T20,20,t2pt,306,1,0,169
Adrian Lewis,309,3,306,20,286,T20,60,t3pt,286,1,1,169
Adrian Lewis,226,5,221,19,202,19,5,t1pt,226,1,0,169
Adrian Lewis,226,5,221,19,202,19,19,t2pt,221,1,0,169
Adrian Lewis,226,5,221,19,202,19,19,t3pt,202,1,0,169
Adrian Lewis,501,1,500,T19,443,T19,1,t1pt,501,0,0,170
Adrian Lewis,501,1,500,T19,443,T19,57,t2pt,500,0,1,170
Adrian Lewis,501,1,500,T19,443,T19,57,t3pt,443,0,1,170
Adrian Lewis,386,T20,326,T20,266,T20,60,t1pt,386,0,1,170
Adrian Lewis,386,T20,326,T20,266,T20,60,t2pt,326,0,1,170
Adrian Lewis,386,T20,326,T20,266,T20,60,t3pt,266,0,1,170
Adrian Lewis,206,5,201,5,196,T20,5,t1pt,206,0,0,170
Adrian Lewis,206,5,201,5,196,T20,5,t2pt,201,0,0,170
Adrian Lewis,206,5,201,5,196,T20,60,t3pt,196,0,1,170
Adrian Lewis,501,20,481,T19,424,19,20,t1pt,501,1,0,171
Adrian Lewis,501,20,481,T19,424,19,57,t2pt,481,1,1,171
Adrian Lewis,501,20,481,T19,424,19,19,t3pt,424,1,0,171
Adrian Lewis,405,20,385,20,365,T19,20,t1pt,405,1,0,171
Adrian Lewis,405,20,385,20,365,T19,20,t2pt,385,1,0,171
Adrian Lewis,405,20,385,20,365,T19,57,t3pt,365,1,1,171
Adrian Lewis,308,18,290,1,289,19,18,t1pt,308,1,0,171
Adrian Lewis,308,18,290,1,289,19,1,t2pt,290,1,0,171
Adrian Lewis,308,18,290,1,289,19,19,t3pt,289,1,0,171
Adrian Lewis,270,20,250,20,230,T20,20,t1pt,270,1,0,171
Adrian Lewis,270,20,250,20,230,T20,20,t2pt,250,1,0,171
Adrian Lewis,270,20,250,20,230,T20,60,t3pt,230,1,1,171
Adrian Lewis,501,20,481,T3,472,T19,20,t1pt,501,0,0,172
Adrian Lewis,501,20,481,T3,472,T19,9,t2pt,481,0,0,172
Adrian Lewis,501,20,481,T3,472,T19,57,t3pt,472,0,1,172
Adrian Lewis,415,20,395,20,375,T20,20,t1pt,415,0,0,172
Adrian Lewis,415,20,395,20,375,T20,20,t2pt,395,0,0,172
Adrian Lewis,415,20,395,20,375,T20,60,t3pt,375,0,1,172
Adrian Lewis,315,20,295,T20,235,T20,20,t1pt,315,0,0,172
Adrian Lewis,315,20,295,T20,235,T20,60,t2pt,295,0,1,172
Adrian Lewis,315,20,295,T20,235,T20,60,t3pt,235,0,1,172
Adrian Lewis,501,20,481,T19,424,19,20,t1pt,501,0,0,173
Adrian Lewis,501,20,481,T19,424,19,57,t2pt,481,0,1,173
Adrian Lewis,501,20,481,T19,424,19,19,t3pt,424,0,0,173
Adrian Lewis,405,20,385,T19,328,T19,20,t1pt,405,0,0,173
Adrian Lewis,405,20,385,T19,328,T19,57,t2pt,385,0,1,173
Adrian Lewis,405,20,385,T19,328,T19,57,t3pt,328,0,1,173
Adrian Lewis,271,20,251,20,231,T20,20,t1pt,271,0,0,173
Adrian Lewis,271,20,251,20,231,T20,20,t2pt,251,0,0,173
Adrian Lewis,271,20,251,20,231,T20,60,t3pt,231,0,1,173
Adrian Lewis,501,20,481,T20,421,1,20,t1pt,501,0,0,174
Adrian Lewis,501,20,481,T20,421,1,60,t2pt,481,0,1,174
Adrian Lewis,501,20,481,T20,421,1,1,t3pt,421,0,0,174
Adrian Lewis,420,20,400,T19,343,T19,20,t1pt,420,0,0,174
Adrian Lewis,420,20,400,T19,343,T19,57,t2pt,400,0,1,174
Adrian Lewis,420,20,400,T19,343,T19,57,t3pt,343,0,1,174
Adrian Lewis,286,5,281,T20,221,20,5,t1pt,286,0,0,174
Adrian Lewis,286,5,281,T20,221,20,60,t2pt,281,0,1,174
Adrian Lewis,286,5,281,T20,221,20,20,t3pt,221,0,0,174
Adrian Lewis,201,20,181,T20,121,20,20,t1pt,201,0,0,174
Adrian Lewis,201,20,181,T20,121,20,60,t2pt,181,0,1,174
Adrian Lewis,501,T20,441,20,421,T1,60,t1pt,501,1,1,175
Adrian Lewis,501,T20,441,20,421,T1,20,t2pt,441,1,0,175
Adrian Lewis,501,T20,441,20,421,T1,3,t3pt,421,1,0,175
Adrian Lewis,418,T20,358,T20,298,T20,60,t1pt,418,1,1,175
Adrian Lewis,418,T20,358,T20,298,T20,60,t2pt,358,1,1,175
Adrian Lewis,418,T20,358,T20,298,T20,60,t3pt,298,1,1,175
Adrian Lewis,238,T1,235,T1,232,T19,3,t1pt,238,1,0,175
Adrian Lewis,238,T1,235,T1,232,T19,3,t2pt,235,1,0,175
Adrian Lewis,238,T1,235,T1,232,T19,57,t3pt,232,1,1,175
Adrian Lewis,501,20,481,19,462,18,20,t1pt,501,0,0,176
Adrian Lewis,501,20,481,19,462,18,19,t2pt,481,0,0,176
Adrian Lewis,501,20,481,19,462,18,18,t3pt,462,0,0,176
Adrian Lewis,444,T20,384,T20,324,1,60,t1pt,444,0,1,176
Adrian Lewis,444,T20,384,T20,324,1,60,t2pt,384,0,1,176
Adrian Lewis,444,T20,384,T20,324,1,1,t3pt,324,0,0,176
Adrian Lewis,323,20,303,T20,243,5,20,t1pt,323,0,0,176
Adrian Lewis,323,20,303,T20,243,5,60,t2pt,303,0,1,176
Adrian Lewis,323,20,303,T20,243,5,5,t3pt,243,0,0,176
Adrian Lewis,238,20,218,T20,158,1,20,t1pt,238,0,0,176
Adrian Lewis,238,20,218,T20,158,1,60,t2pt,218,0,1,176
Adrian Lewis,501,T20,441,20,421,T20,60,t1pt,501,0,1,177
Adrian Lewis,501,T20,441,20,421,T20,20,t2pt,441,0,0,177
Adrian Lewis,501,T20,441,20,421,T20,60,t3pt,421,0,1,177
Adrian Lewis,361,20,341,T19,284,T19,20,t1pt,361,0,0,177
Adrian Lewis,361,20,341,T19,284,T19,57,t2pt,341,0,1,177
Adrian Lewis,361,20,341,T19,284,T19,57,t3pt,284,0,1,177
Adrian Lewis,227,T20,167,T20,107,20,60,t1pt,227,0,1,177
Adrian Lewis,501,T20,441,T20,381,T19,60,t1pt,501,0,1,178
Adrian Lewis,501,T20,441,T20,381,T19,60,t2pt,441,0,1,178
Adrian Lewis,501,T20,441,T20,381,T19,57,t3pt,381,0,1,178
Adrian Lewis,324,20,304,7,297,T19,20,t1pt,324,0,0,178
